company_id,company_name,average_rating,num_review,city,type,num_employee,country,working_day,OT,overview,expertise,benifit,logo_link
vnpay,VNPAY,4.0,10 Reviews,"Ha Noi, Ho Chi Minh",Product,501-1000,Vietnam,Monday - Friday,Extra salary for OT,"Công ty Cổ phần Giải pháp Thanh toán Việt Nam (VNPAY) thành lập tháng 03/2007 là công ty hàng đầu trong lĩnh vực Thanh toán điện tử tại Việt Nam, được Ngân hàng Nhà nước cấp giấy phép số 15/GP-NHNN.

Lĩnh vực kinh doanh cốt lõi: Tài chính - Ngân hàng, CNTT - Viễn thông, VNPAY cung cấp dịch vụ tới hơn 40 ngân hàng; các tổ chức thanh toán tại Việt Nam và Quốc tế, 5 công ty viễn thông &amp; hơn 20.000 doanh nghiệp thương mại, đưa ra nhiều giải pháp thanh toán đơn giản và tiện lợi như: Mobile Banking, VNPAY QR, Nạp tiền điện thoại VnTopup, Thanh toán hóa đơn VnPayBill, Ví điện tử VnMart, Cổng thanh toán VnPayment, Vban.vn...

Với định hướng xây dựng phát triển công ty theo hệ sinh thái thương mại multi - vetical, VNPAY luôn nỗ lực tiên phong phát triển các giải pháp thanh toán tiện ích, mang lại ""cuộc sống đơn giản hơn"" cho hàng triệu người Việt Nam.  

Trong suốt 13 năm xây dựng và phát triển, VNPAY tự hào là ngôi nhà chung của những con người thông minh, trẻ trung, nhiệt huyết và đầy khát vọng. Không chỉ là nơi làm việc, VNPAY là nơi để bạn xây dựng, ổn định, phát triển sự nghiệp. Chúng tôi không ngừng cố gắng xây dựng VNPAY trở thành môi trường làm việc tốt nhất Việt Nam",,"Đến với công ty chúng tôi, bạn sẽ được:




Chế độ lương hấp dẫn, linh hoạt và cạnh tranh;


Hưởng đầy đủ các chế độ về BHXH, BHYT, BHTN và các chế độ theo Luật Lao Động quy định;


Chế độ thưởng phong phú và hấp dẫn: 8/3, 30/4, 2/9,20/10, Tết dương lịch, lương tháng 13, thưởng dự án, thưởng hiệu quả cá nhân, tập thể…


Chăm sóc sức khỏe: Chế độ Bảo hiểm sức khỏe cao cấp cho cán bộ nhân viên và gia đình, với mức thanh toán khám chữa bệnh lên tới 42 triệu/lần đối với cấp nhân viên và 105 triệu/lần đối với cấp quản lý;


Văn phòng làm việc đẹp, hiện tại, nhiều tiện ích, trang thiết bị làm việc, giả trí Hi- tech đáp ứng 100% nhu cầu làm việc của CBNV;


Ban lãnh đạo quan tâm &amp; gần gũi CBNV;


Đồng nghiệp trẻ trung, chuyên nghiệp, thân thiện;


Môi trường năng động và thử thách, nhiều cơ hội phát triển bản thân và thăng tiến;


Văn hóa Công ty đặc sắc với nhiều hoạt động đoàn thể được quan tâm đầu tư: Du xuân lễ chùa đầu năm, 8/3, Team building, Nghỉ mát trong nước và nước ngoài, VNPAY Family, 20/10, Hội thao, Year End Party, hoạt động thiện nguyện…


Tham gia các câu lạc bộ văn hóa thể thao: Bóng đá, Cầu lông, Bơi, Điền kinh, Tennis, Yoga, Zoomba, PES, AOE…


Chế độ phụ cấp, phúc lợi phong phú: Phụ cấp ăn trưa, phụ cấp điện thoại, phụ cấp trang điểm cho CBNV nữ…


Công ty có nhà hàng riêng, pantry phục vụ ăn uống cho CBNV, ăn sáng, ăn ca, trà, café, hoa quả miễn phí, ăn nhẹ giữa giờ…",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd2w2SHc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--998573548f2a95e4b349ffbf42cfb623613039fd/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/logo%20VNPAY-02.png
sacombank,Sacombank,3.3,8 Reviews,"District 3, Ho Chi Minh",Product,1000+,Vietnam,Monday - Saturday,Extra salary for OT,"Sacombank thành lập ngày 21/12/1991. Hiện vốn điều lệ đạt trên 18.852 tỷ đồng, là ngân hàng TMCP có ưu thế về mạng lưới hoạt động với gần 570 điểm giao dịch tại 52/63 tỉnh thành Việt Nam và 2 nước Lào, Campuchia.

Sacombank đang triển khai gần 250 sản phẩm dịch vụ đa dạng về thẻ, tiền gửi, tiền vay, dịch vụ, ngoại hối… dành cho tất cả các khách hàng cá nhân và doanh nghiệp. Đặc biệt, hệ thống phát hành - quản lý thẻ đạt tiêu chuẩn quốc tế và hệ thống Ngân hàng điện tử với nhiều tiện ích tối ưu được đánh giá hàng đầu Việt Nam hiện nay.

Ngoài ra, Sacombank cũng liên tục triển khai các gói cho vay lãi suất ưu đãi, kết nối Ngân hàng – Doanh nghiệp nhằm góp phần bình ổn thị trường, đáp ứng nhu cầu vốn phát triển kinh doanh, xuất nhập khẩu, tiêu dùng… Sacombank đặc biệt chú trọng hợp tác với các đối tác trong nhiều lĩnh vực như bất động sản, viễn thông, giáo dục, y tế, thực phẩm, vận tải, nông nghiệp… để phát triển các dòng sản phẩm chuyên biệt nhằm khai thác thị trường bán lẻ đang rất tiềm năng tại Việt Nam.",,"TẠI SAO BẠN NÊN CHỌN SACOMBANK
?


""Đối với Sacombank, 
NHÂN SỰ
 là nòng cốt bởi con người chính là yếu tố quan trọng nhất trong hành trình phát triển. Vì thế, Sacombank luôn chủ trương đào tạo những 
con người có tài, 
có tâm, liên kết tập thể thành một khối thống nhất. Khi mọi người cùng nhau đoàn kết, nhìn về một hướng, vượt qua những giới hạn của bản thân, kết quả sẽ cao hơn dự kiến. Bởi vì khi mọi người đủ mạnh mẽ để vượt qua cái tôi cá nhân và những giới hạn của bản thân, cùng nhau nhìn về một hướng thì mọi việc sẽ đều có kết quả như mong đợi. Nếu một cá nhân biết đặt lợi ích tập thể lên trên lợi ích của mình thì cá nhân đó sẽ được tập thể ghi nhận, vinh danh. Để có được một tập thể vững mạnh, mỗi thành viên của đại gia đình Sacombank phải luôn đổi mới tư duy, không ngừng hoàn thiện và vươn lên. Đó là cách mà chúng tôi đã cùng nhau tạo dựng thương hiệu 
SACOMBANK
"".",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOXYvSFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b3c4f2c474d202c3a11ceec41c40c784cac78f40/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/IT%20viec-01.jpg
rivercrane-vietnam,RiverCrane Vietnam,3.4,8 Reviews,Ho Chi Minh,Product,51-150,Japan,Monday - Friday,Extra salary for OT,"Tập đoàn toàn cầu RiverCrane:
- Hơn 10 công ty thành viên: Nhật Bản, Việt Nam, Thái Lan, Ấn Độ, Trung Quốc, Đài Loan, Philipine...
- Các đối tác tại châu Âu: Ý, Tây Ban Nha, Áo (Viên)...
- Nhân sự 2018: 320 người. Mục tiêu doanh thu toàn tập đoàn: 10 tỷ Yên.

Công ty RiverCrane Việt Nam:
- Vai trò: cung cấp giải pháp IT, thực hiện các dự án phần mềm cho toàn tập đoàn.
- Nhân sự 2018: 80 - 100 người.
- Cơ hội học hỏi và thăng tiến.
- Lương, thưởng và chế độ phúc lợi hấp dẫn.

Địa điểm 1: Tầng 20, tòa nhà Havana, 132 Hàm Nghi, P. Bến Thành, Quận 1, TP Hồ Chí Minh
Địa điểm 2: 6F EBM Building, 394 Ung Văn Khiêm, phường 25, quận Bình Thạnh, TP.HCM","★【CÔNG VIỆC】● Cung cấp các giải pháp IT và thực hiện dự án thương mại điện tử cho toàn tập đoàn⇒E-commerce: Phát triển những dự án thương mại điện tử sử dụng trên toàn cầu, và địa phương hóa theo từng quốc gia. Sử dụng PHP/Java Framework (Laravel, Spring, Strut).⇒SNS: Phát triển những dự án dành cho cộng đồng bikers.⇒Big Data: Ứng dụng các công nghệ Big Data cho các hệ thống, các dịch vụ thương mại điện tử.● Phát triển các dự án Labor.","Thưởng theo dự án hàng tháng. Đánh giá lương: 
1-2 lần/năm
. Bonus
 tháng 13.




Tổng số ngày 
nghỉ phép hưởng lương hàng năm 17 ngày
 (bao gồm 
5 ngày nghỉ hè
: chế độ đặc biệt chỉ có ở RiverCrane).




Gói bảo hiểm sức khỏe đặc biệt
 2,5 ~ 3,5 triệu / nhân viên/năm..


Cơ hội được công ty đài thọ toàn phần đi onsite tại Nhật Bản trong 3 tháng.


Company Trip 2019: tháng 5 tại Nha Trang 3 ngày 3 đêm. Câu lạc bộ sport (bóng đá, bóng bàn, bi lắc, game online), tiếng Nhật.


Được
 training
 và giao 
cơ hội thực hiện các kĩ năng để trở thành cấp quản lý cấp cao
.


Chế độ chu cấp kinh phí (
300$ ~ 1000$
/người) tham gia các lớp nâng cao kiến thức kĩ thuật, softskill tại các trung tâm đạo tạo uy tín.


Ngày hội toàn thể nhân viên và gia đình vào tháng 7 hàng năm.




Phép năm được thanh toán lại bằng tiền
 nếu không sử dụng hết.


Thứ 6 hàng tuần từ 14:30 trở đi là giờ tự nghiên cứu để nâng cao kiến thức.


Bảo hiểm bắt buộc được đóng trên lương gross.


Công ty đào tạo tiếng Nhật miễn phí, làm việc lâu dài tại Tokyo Nhật Bản


Và rất nhiều chế độ tốt khác đang chờ đón các bạn !!!",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNTdFRGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c4307cd20ca27d84110cddbc6f092f985ca20244/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/rivercrane-vietnam-logo.jpg
advesa-digital-solutions,Advesa Digital Solutions,4.2,14 Reviews,"Ba Dinh, Ha Noi",Product,1-50,Canada,Monday - Friday,No OT,"The Advesa Group is a Canadian based digital marketing agency founded by a team of industry-leading affiliate marketers with experience in over 20 different industries.  From SEO and other high converting lead generation strategies to web development and design services, the Advesa Group continues to adapt to the ever evolving online marketing industry to exponentially increase the business for all of our industry partners.  

*******************
If you are an experienced developer looking for new challenges, and want to work with a rapidly growing Canadian tech company who cares about their employees, be sure to reach out! 
*******************","We make it easy to communicate ideas through our Scrum and Agile methodologies by combining the technical resources we need for our team members across the globe with video conferencing tools and communication tools.These tools include: #Slack, Git, Scrum, and Jira.





languages: 
python, php, javascript, react, sql




backend:
 google cloud platform, nosql datastore and python flask powered




front end:
 react/javascript with material ui framework




bridge: 
php/sql plugins integrated with wordpress/woocommerce","Advesa is what it is today because of the people who work here. Composed of professional and talented creatives, we leverage the unique strengths of every individual to formulate problem-solving approaches that blends strategic thinking and creativity with innovative technology. 

At Advesa, it’s all about our people – the most important element of our company. Constantly striving for excellence, our people are an integral part of our brand, culture, and client experience.

We appreciate the personal and professional gains gleaned from international work experience.  As our business continues to grow, our team members will be presented with the opportunity to work at alternate office locations in various countries to experience and learn about different cultures; enriching themselves as well as the team. 

Other reasons why you may love working here:



Professional working environment: Clearly-defined internal process and top-notched facilities including iMac, iPhone, Android devices for testing.


Clear vision of your career progress: performance review with potential for raise every 6 months.


Grow to be a full-stack developer: Opportunity to work with cutting-edge technologies, both front-end and back-end.


Days off: Public holidays, and on top of that, 12 paid days off a year, with possibility for more depending on performance level.


Premium health insurance for team members


You are encouraged to have a life outside of work: Regular team building activities, tickets to conferences


13 month salary + other performance bonuses.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBenFFRXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--04748a2218faffe3b5912f8c92d22dac6f73081c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/unnamed.jpg
orange-logic,Orange Logic,4.7,9 Reviews,"District 1, Ho Chi Minh",Product,1-50,United States,Monday - Friday,No OT,"Orange logic
 is a software company based in 
California
, with international offices in 
France and Vietnam
.

The company's flagship 
product 
is a web-based application designed to manage large-scale media libraries (photos, videos, audio files, documents…). As a direct result of 
15+ years
 of independent R&amp;D, 
Cortex 
is the most flexible 
DAM 
on the market and the solution chosen by 
Airbnb, The BBC, United Nations 
&amp;
 Reuters
 to manage their large digital assets libraries

With no external investors to please, Orange Logic has the rare freedom to pursue its unique product vision focused on users while growing at a fast pace

Vietnam office's landing page: 

https://vietnam.orangelogic.com/","Would you like to join a team of very talented colleagues who share your desire to build the world's most sophisticated software in managing digital media? 

Do you want to be challenged every day by a company that offers you the opportunity to pursue your dreams? 

If yes, join Orange Logic and build your dream career now!.","About the Benefits:




Very 
attractive salary package 
depending on profile




18 days of annual leave per year
, plus 4 days for oversea company trip


We cash back your annual leave if you don't use it



Full 13th salary 





Great allowances
 (lunch, gym, parking, birthday voucher, Tet voucher, Wedding voucher... )


Full social and unemployment insurances



Premium healthcare insurance



Monthly outing/ team-building and special celebration on Autumn Festival, Halloween, Christmas, Tet, ...


Happy hours everyday with free snacks, soft drinks, fruit and coffee




About the company:




No limit on your salary. We take excellent care of our talent.


Great product chosen by global clients


Daily innovation


Directly involved in the company’s strategy, fond of new technologies and beautiful algorithms.




Flat structure
, simple process and 
transparency
. Free to choose our projects according to our strengths and interests.


A modern office to work in that includes 
state-of-the-art machines
, high-quality ergonomic chairs and multiple screens…",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNE8wSFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8d719acc18d8848737a468eb085be9f0b140f872/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/L-21RNI4.png
shift-asia-vietnam,Shift Asia Vietnam,3.0,3 Reviews,"District 1, Ho Chi Minh",Outsourcing,151-300,Japan,Monday - Friday,Extra salary for OT,"Tập đoàn SHIFT có tham vọng trở thành công ty đứng số 1 thế giới về Software Testing.
Và bước đầu tiên của tham vọng đó chính là trở thành số 1 tại Châu Á.
SHIFT ASIA ra đời dựa trên sự kết hợp của những kỹ thuật testing tiên tiến và thành công đột phá trong lĩnh vực Software Testing của tập đoàn SHIFT Nhật Bản, cộng hưởng với năng lượng sức trẻ và tinh thần không ngừng vươn lên của Châu Á.
Ngoài Software Testing, hiện tại SHIFT ASIA đang phát triển mạnh mẽ Software Development, cả production và outsourcing.",,"Thưởng nhân viên xuất sắc hàng quý và hàng năm.


Đánh giá xét tăng lương và điều chỉnh cấp bậc 2 lần 1 năm


Cơ hội đi công tác Nhật bản


Du lịch công ty hàng năm


Bảo hiểm chăm sóc sức khoẻ toàn diện 24/7


Môi trường năng động, giao tiếp tiếng Nhật hoặc tiếng Anh


Có career path rõ ràng cho nhân viên và nhân viên có nhiều lựa chọn để phát triển con đường sự nghiệp của mình",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOTR3REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e261625cddb7e2108f7539808ad84dc49e4dd197/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/shift-asia-vietnam-logo.png
nissho-electronics,Nissho Electronics,,2 Reviews,"Dong Da, Ha Noi",Product,51-150,Japan,Monday - Friday,No OT,"Công ty TNHH Nissho Electronics Việt Nam (Nissho Việt Nam) là công ty con của Nissho Electronics Corporation – công ty thành viên chuyên về công nghệ thông tin của Tập đoàn Sojitz (top 6 tập đoàn thương mại đầu tư lớn nhất Nhật Bản).

Nissho Việt Nam thành lập từ tháng 8 năm 2011 tập trung vào các mảng sau:



Phát triển phần mềm (outsource web/app) cho các tập đoàn lớn của Nhật Bản


Nghiên cứu và ứng dụng các công nghệ mới (AI, AWS, Microsoft Azure,…) để cung cấp các sản phẩm (product) và dịch vụ (service) cho thị trường Việt Nam, Nhật Bản, Âu Mỹ,..


Cung cấp các giải pháp về phần cứng, network và security



Với lịch sử phát triển lâu đời và giá trị cốt lõi lấy nhân viên làm trọng, Nissho cam kết đem lại cho bạn môi trường làm việc thân thiện, cởi mở và nhiều cơ hội phát triển",,"Mức lương: Thoải mái thương lượng, đảm bảo cạnh tranh


Các chế độ khác:


Thưởng tháng lương thứ 13


Thưởng dự án (ít nhất 1 tháng lương trở lên, theo năng lực)


Bảo hiểm sức khỏe Bảo Việt cho bản thân và các thành viên trong gia đình (trị giá thanh toán cho khám chữa bệnh là hơn 6 triệu VND/1 người/1 năm; trị giá thanh toán cho trường hợp nằm viện đến hơn 63 triệu VND/người/năm)


Nghỉ phép: 12 ngày + 6 ngày nghỉ ốm hưởng nguyên lương/ năm


Lì xì Tết: 4 triệu VND (3 triệu VND chuyển khoản cùng lương và 1 triệu VND lì xì đầu xuân)


Du lịch công ty (ít nhất 7 triệu VND/người/năm)


Các dịp team building, sinh nhật, ngày lễ, các event nội bộ…


Thời gian làm việc: Từ 8h-5h, thứ 2 đến thứ 6; Nghỉ Thứ 7, Chủ nhật và ngày lễ, Tết


Văn phòng làm việc hiện đại, đầy đủ, vị trí tốt, thuận tiện


Môi trường làm việc thân thiện, vui vẻ. Sếp dễ tính và có tâm; đồng nghiệp giỏi và luôn sẵn sàng hỗ trợ; bộ phận HR lúc nào cũng đứng về phía anh em.


Được tham gia miễn phí tất cả các lớp training tiếng Nhật và kĩ thuật


Có môi trường tham gia các hoạt động thể thao: clb bóng đá, clb bóng bàn, clb khiêu vũ thể thao,… Nhiều cơ hội phát triển và thăng tiến


Cơ hội lớn được sang Nhật làm việc tại tập đoàn lớn dành cho những ứng viên có năng lực tiếng Nhật từ N3 trở lên.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOGcwREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ea533f7b85d3a0c8022861a35d282fa1a4429ca7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/nissho-electronics-logo.jpg
titan-dms,Titan DMS,4.0,7 Reviews,"District 11, Ho Chi Minh",Product,51-150,Australia,Monday - Friday,No OT,"Since 2009, Titan’s flagship product; the Titan Dealer Management System, has been adopted by Franchised Automotive Dealerships covering over 45 different Automotive Brands throughout Australia, Africa, and Europe and continues to extend its global reach and reputation as a leading international software provider.

Titan DMS is our global ERP Cloud-based system and marketed as Software as a Service (SaaS) whilst being regarded as a leader in technology and innovation within the international markets in which it competes.

We are our people, and whilst as a business we make software, as an organisation, we make some of the industry’s best!

We are expanding our development team in Vietnam - an integral part of our larger global development team headquartered in Australia.",".NET (C#) 


ASP.NET


MVC


JavaScript


SQL, MySQL


AWS


API Integration


WinForms


Manual Testing


Automation Testing


SCRUM/ Agile methodology



As solutions company, we develop our own products &amp; work on diverse number of projects also.","We are our people, and whilst as a business we make software, as an organization, we make some of the industry’s best! Joining the team you will work with the engineers around the world from BMW, Mercedes, Honda, Porches, Hyundai …

 

1 WORKING HOURS



Working hours is 

flexible

 and the standard guideline is between 8:00 AM to 5:00 PM with 1 hour break for lunch.


Staff can start early and finish early to keep in sync with Australia working hours



2 LEAVES



12 days 

Annual Leave

 per annum. Annually leave is accumulated up to 2 years.


Additional one annual leave day for every five years of service





Sick Leave

: 5 days paid per annum.





Compassionate Leave

: 3 days per annum



3 HEALTHCARE






Premium Personal Health Insurance

 package for full-time and permanent staff.


Annual health check



4 BONUSES



13th month bonus


Loyalty reward Program (Bonus for every 3 years, 5 years of service)


Project/ Performance Bonus



5 OTHER BENEFITS, ALLOWANCES AND INCENTIVES






100% salary

 during Probation Period


Weekly budget for team buildings  (150,000 VND per week per person)


Fully sponsored 

onsite trip

 to Titan international offices (AU, Thailand, UAE, EU etc.)


Gifts on special occasions + holidays (Tet, Full-moon festival, Birthday, Christmas etc.)





Employee Referral

 Program


Internal events every month (Happy lunch, Milk tea Friday, etc.)


Sport Activity Funding (Football every Tuesday &amp; Thursday)




Education Funding",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBKzB0REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--72a0403f7e19e7a90ca04f04d98f3464b3fec746/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/titan-dms-logo.png
imip-technology-and-solution-consultancy,IMIP Technology And Solution Consultancy,4.0,10 Reviews,"Cau Giay, Ha Noi",Outsourcing,51-150,Vietnam,Monday - Friday,,"IMIP Technology and Solution Consultancy JSC. is a company specialized in software development and professional service/software outsourcing/consulting for document centric solutions (BPO workflows, document scanning, OCR solutions, document processing and printing…). We develop first-class productivity software products and solutions for our partners and clients worldwide.","We develop world class productivity solutions for our global customers.There are different projects require different technology stacks and different skills. For example:- embedded application with Android- Enterprise application with C++, C# and connections to many backend systems (SharePoint, FileNet, DBs)- mobile application using hybrid approach- full-stack javascript (NodeJS, AngularJS)- full-stack enterprise application with ASP.NET, WebAPI 2, AngularJS","**easy going and friendly environment 

**Remuneration Package: 
• Working hours: 5 days per week (in a professional and yet young, dynamic environment); 
• Salary: Competitive remuneration package (based on skills and experience); 
• Well-equipped with Premium Health Insurance Package for the Employee and Family; 
• Quarterly Project Bonus and other benefits, at least as per stated in Vietnamese Labor Law; 
• Summer vacation's payment
• 12 leave days per year 
• Having opportunities to go abroad",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL1VvREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3a30587cda58d849195c88a3c85d6504c31b1cf7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/imip-technology-and-solution-consultancy-logo.png
absolute-software-vietnam-ltd,Absolute Software (Vietnam) Ltd,4.5,44 Reviews,"Tan Binh, Ho Chi Minh",Product,501-1000,Canada,Monday - Friday,No OT,"Absolute, founded in 1993 in Vancouver, Canada, is the first and only company to offer uncompromised visibility and near real-time remediation of security breaches at the source. 


Absolute at a glance




The world’s only firmware-embedded endpoint visibility and control platform


13,000+ global customers


500 million endpoints


140 patents


Factory-embedded by 28 top device manufacturers



Our head office is in Vancouver, with regional offices in California 
(San Jose)
, Texas 
(Austin)
, UK 
(Reading)
 and Vietnam 
(Ho Chi Minh City)
. 

To learn more about our Vietnam office, you can check out our Facebook page at https://www.facebook.com/absolutesoftwarevietnam/","Absolute had the privilege of being factory-embedded within the BIOS level of their firmware. That privileged position created true resilience for a software agent. Whenever someone attempts to remove or reconfigure Absolute, it reasserts itself on the next boot sequence.

This technology, now called Persistence. Today, Absolute users can see all of their devices from a single pane of glass, remotely query and remediate them at scale.

For more information, please visit: https://www.absolute.com","Absolute is the world’s only firmware-embedded endpoint visibility and control platform with 13,000+ global customers. 500 million endpoints. Factory-embedded by 28 top device manufacturers.


Being in a collaborative, innovative and supportive place to make your mark on the world of security


International and professional working environment


Attractive and high – competitive salary


13th month salary &amp; corporate bonus every 6 months


Premium Insurance for you and your family


Unlimited annual leave days


Flexible working time and Hybrid working model after pandemic


Internal Recruitment Program to Vancouver


Travel opportunities 
(business trip to Canada and company trip)




Various Training Program and Interesting Team Building Activities



To learn more about what it’s like to work at Absolute, you can check our Facebook page at https://www.facebook.com/absolutesoftwarevietnam/ or visit our YouTube channel.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOEx2RkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--217e7b757f30bf315568cd4699fafa07ce226140/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/absolute-logo-png-green-on-white.png
