job_id,company_id,job_name,taglist,location,three_reasons,description
waverley-software:senior_business_analyst,waverley-software,(Senior) Business Analyst, Business Analyst   Agile   English ,"Floor 5&6, 42 Tự Cường, Tan Binh, Ho Chi Minh","Focus on people & career developement
Flat organization structure & Open environment
Competitive Salary & Benefits","Closely collaborate with product manager and stakeholders to analyses business requirements and translate them into solution requirements for IT project implementation


Facilitate the business users to identify and prioritize the project initiatives to fulfill the business objectives and meet the project timeline


Document the business functional requirements in details and ensure the implementation is in place


Create SRS (System Requirement Spec), Feature List (if needed), UC list and UC detail, GBR (General Business Rules) and wire frame for complex UCs (if needed)


Work with UI for UI design and screen mock up


Reviewing and providing the appropriate feedback on the final implementation of the user interface


Serve as an internal point of contact for development team whenever requirements need to be clarified










At least 2 years as a Technical Business Analyst or Product Owner


Knowledge of software development process, especially software requirement analysis


Excellent communication skill both English, Vietnamese and interpersonal skill


Good UI/UX knowledge/experience


Good skills in using suitable tools for business modeling, drawing business and technical flows/diagrams, creating mockups /wireframes/prototypes, etc.


General understanding and experience of business processes as well as an interest to understand a broad range of business models and needs


Good problem solving and troubleshooting skills, with a focus on attention to detail


Proactive can-do attitude and strong commitment to deadline


Experience in Agile/ Scrum is a big plus










13th month salary


18 Annual Leave Days


Premium Health Care Package for you and 2 relatives


Flat organization structure &amp; Open working environment


Self-organized team


Monthly tech talks


Up to 2 days per month for your research/learning


Working environment that advocates the continuous development, both for yourself and the company


Quarterly team buildings &amp; Other activities"
waverley-software:senior_python_developer,waverley-software,Senior Python Developer , Python   ReactJS   Angular ,"Floor 5&6, 42 Tự Cường, Tan Binh, Ho Chi Minh","Focus on people & career developement
Flat organization structure & Open environment
Competitive Salary & Benefits","Work closely with product management, hardware/software engineering to develop platform capabilities


Write application code following best practices for the horizontally scalable and geo-distributed environments.


Independently perform various researches, present results to the team


Deliver code in an Agile team environment.


Drive innovation through rapid prototyping and iterative development.










Minimum 3 years of experience in Python


Must have demonstrated experience developing REST APIs using Python


Excellent understanding of RESTful Architecture style


Excellent understanding of Python programming mode and required libraries to develop REST API Services


Must have demonstrated experience processing batch files using Python




Nice to have
:



Experience with ReactJs/Angular/VueJS/ NestJS


Familiar with Scrum/Agile development methodologies




Soft skills
:





English
: fluently in explaining to the customers to help them understand the architect/problems via verbal communication or email (TOEIC &gt; 600 or equivalent)


Sell motivated, independent and having high commitment


Team work: open and honest, collaborative in team productivity improvement


Balance discovery phases with implementation work


Be excellent at working both independently and in a team


Passion for software development, scalable architecture and product building










13th month salary


18 Annual Leave Days


Premium Health Care Package for you and 2 relatives


Flat organization structure &amp; Open working environment


Self-organized team


Monthly tech talks


Up to 2 days per month for your research/learning


Working environment that advocates the continuous development, both for yourself and the company


Quarterly team buildings &amp; Other activities"
waverley-software:project_manager_agile_english,waverley-software,"Project Manager (Agile, English)", Project Manager   Agile   English ,"Floor 5&6, 42 Tự Cường, Tan Binh, Ho Chi Minh","Focus on people & career developement
Flat organization structure & Open environment
Competitive Salary & Benefits","Developing a project plan, monitoring progress, and tracking the traffic and workload


Managing stakeholders’ expectations, as well as prioritizing and negotiating timelines and deliverables to meet key business objectives


Delivering projects on time ensuring quality standards are met


Play the role of Scrum Master to coach and facilitate one or many teams following the agile approach


Managing project workstreams and key metrics within JIRA, Confluence, and available tools


Generating project/program reports for executive management with metrics


Taking initiative in improving reporting, processes, workflow, and outcomes


Connect team members, build team spirit




Note:
 Online interview during COVID time









Excellent written and verbal communication skills in English



At least 1 years of experience as a Project Manager or relevant position in Software Development


Have experience of Scrum framework, rules, and practices


Knowledge of developing and managing task dashboards and processes


Solid knowledge of software requirements, development process, project management and leadership


Strong organizational, analytical and problem-solving, presentation skills


Good human relation skills, ability to collaborate effectively across departments and teams


Experience running projects applying continuous integration, continuous delivery is a plus


Scrum Master certification such as PSM, CSM is a plus










13th month salary


18 Annual Leave Days


Premium Health Care Package for you and 2 relatives


Flat organization structure &amp; Open working environment


Self-organized team


Monthly tech talks


Up to 2 days per month for your research/learning


Working environment that advocates the continuous development, both for yourself and the company


Quarterly team buildings &amp; Other activities"
infodation-vietnam:qc_engineer_tester_qa_qc_english,infodation-vietnam,QC Engineer (Tester/ QA QC/ English), QA QC   English   Tester   Fresher Accepted ,"10th Floor, VCN Tower, 2 To Huu St., Phuoc Hai Ward, Nha Trang","Good Employee Relations and Fair Treatment
Flexibility of Working Hours
Support and Training and Learning/Development","Are you a QC engineer who is willing to work together, thinks together and possesses a passion for testing to ensure the high quality of products? If yes, we are glad to welcome you to our fast-paced team in Nha Trang, Vietnam.








Academic level


Minimum 1 - 2 years of experience in related field


Passion for automated tests


Demonstrated ability to initiate and contribute to technical discussions


Ability to work independently – self directed


Ability to give and receive feedback constructively


Desire to learn and committed to personal development


Proven experience in working with minimal supervision


Committed to product quality and service standards


Team-oriented and creative




Excellent opportunities await.




Participate in project reviews


Manage and perform test executions


Verify that the coding complies with the standards


Create test-related artifacts – test plan, test cases, test automation scripts


Co-deliver top quality product by identifying any defects efficiently


Coordinate with other support groups in order to facilitate QC activities


Function well in a fast-paced, informal environment where constant change is the norm and the bar for quality is set high




What we expect from you:



Is this you?




Initiative and result-oriented


Strong analytical and conceptual thinking


Ability to deal with uncertainty in dynamic environment


Be capable of using both oral and written English effectively


Be a team player


Strong analytical and report writing skills, communication skills and problem-solving skills


Good presentation skills









A work environment so rewarding, you’ll soon forget anything less was even possible


A work environment so rewarding/welcoming/comfortable/ambitious, you’ll soon forget the rest



A collaborative, modern and creative environment


Flexible working hours, Monday through Friday


Friendly and open working environment


Attractive and competitive salary


13th month bonus 
(even effective onboarding in Quarter 4)




We provide you laptop


Premium health checkup at VINMEC International Hospital Nha Trang


Gifts and allowances for Wedding, newborn babies, Women’s day, Children’s day and Mid-Autumn Children’s Festival


12-day annual leaves and Christmas Day Leave 


Annual Performance Reviews


Teambuilding events and company trip


Training and career development opportunities 


Onsite opportunity to The Netherlands


Fully stocked kitchen with raw noodles, tea and coffee


Free in-house entertainment facilities"
waverley-software:senior_frontend_dev_reactjs_angular,waverley-software,Senior Frontend Dev (ReactJS/ Angular), ReactJS   JavaScript   Angular ,"Floor 5&6, 42 Tự Cường, Tan Binh, Ho Chi Minh","Focus on people & career developement
Flat organization structure & Open environment
Competitive Salary & Benefits","Waverley Software Vietnam is in its growing path, and we are always looking for talents who will fulfill into the existing as well as the upcoming projects in variant skill sets at both backend, frontend and DevOps.







– More than 3 years of experiences in one of the frontend frameworks, like ReactJs, Angular, Vuejs or Nextjs
– Fluently using Bootstrap, Angular Material and/or Tailwind CSS frameworks, or similar CSS libraries/frameworks


NICE TO HAVE:




Experience with at least one of the cloud platforms: Google Cloud, AWS and/or Azure


Familiar with CI/CD


Good understanding about other tech stacks: PHP, Java, or Nodejs




SOFT SKILLS




English: Intermediate level. You must be able to discuss and explain ideas via verbal or written communication (TOEIC score &gt; 600 or similar)


Experience with Scrum/Agile development methodologies


Excellent troubleshooting and communication skills


Personal traits: self-motivated, independent and having high commitment


Teamwork: open and honest, willing to maintain and develop team productivity together










13th month salary


18 Annual Leave Days


Premium Health Care Package for you and 2 relatives


Flat organization structure &amp; Open working environment


Self-organized team


Monthly tech talks


Up to 2 days per month for your research/learning


Working environment that advocates the continuous development, both for yourself and the company


Quarterly team buildings &amp; Other activities"
waverley-software:senior_net_developer,waverley-software,Senior .NET Developer , .NET   ReactJS   Angular ,"Floor 5&6, 42 Tự Cường, Tan Binh, Ho Chi Minh","Focus on people & career developement
Flat organization structure & Open environment
Competitive Salary & Benefits","Collaborate with multicultural/remote team to produce module/features design and architecture


Develop and maintain .NET desktop applications with .NET Framework


Develop new features for Web app backend using .NET Core


Analyze the customer needs and design and develop modules/features as required to satisfy the requirements


Write clean, scalable code using .NET programming languages


Identify and mitigate risk in the implementation of the project


Participate in code reviews


Test and deploy applications and systems










4y+ in total with .NET Framework and .NET core development


1.5y+ developing Windows Forms apps using DevExpress UI library, and Office Add-ins


2y+ developing with MS SQL Server Databases using Entity Framework and TSQL


Excellent at diagnostics and troubleshooting


Have experience building and running production-ready projects





NICE TO HAVE:




Experience with WPF


Experience with Angular or similar front-end frameworks.


Familiarity with architecture styles/APIs (REST, RPC)





SOFT SKILLS




English: fluently in explaining to the team/customers to help them understand the architect/problems via verbal communication or written


Experience with Scrum/Agile development methodologies


Excellent troubleshooting and communication skills


Self develop: self-motivated, independent, and having high commitment


Teamwork: open and honest, maintain and develop team productivity



 

 








13th month salary


18 Annual Leave Days


Premium Health Care Package for you and 2 relatives


Flat organization structure &amp; Open working environment


Self-organized team


Monthly tech talks


Up to 2 days per month for your research/learning


Working environment that advocates the continuous development, both for yourself and the company


Quarterly team buildings &amp; Other activities"
infodation-vietnam:business_analyst_english_agile,infodation-vietnam,Business Analyst (English/ Agile), Business Analyst   Agile   English   Fresher Accepted ,"10th Floor, VCN Tower, 2 To Huu St., Phuoc Hai Ward, Nha Trang","Good Employee Relations and Fair Treatment
Flexibility of Working Hours
Support and Training and Learning/Development","We are looking for a business analyst who is passionate about understanding the client’s business need, conducting research and analyzing to come up with solutions to business problems. Your role is an important part of any project team.








Bachelor Degree in Computer Science or related technical discipline required


Advanced Degree and professional certification are beneficial


Possess basic &amp; discrete knowledge and perform basic requirement gathering/management work mostly independently and require supervision for more complex work


Knowledge of software development process, especially software requirement analysis




Excellent opportunities await.




Report directly to supervisors and Project Manager if required


Work with project team members and others if any


Communicate with client counterparts if any


Assess the client's business needs and business processes (current and future)


Interview the domain experts at the client company to capture all relevant domain knowledge


Document the product’s vision and the project’s scope


Document the client’s business requirements in detail (requirement specifications) with all assumptions and caveats included


Define quality attributes, external interfaces, constraints, and other nonfunctional requirements


Lead requirements analysis and verification, ensuring that requirement statements are complete, consistent, concise, comprehensible, traceable, feasible, unambiguous, and verifiable, and that they conform to standards


Participate in peer reviews and inspections of requirements documents


Participate in peer reviews of work products derived from requirements specifications to ensure that the requirements were interpreted correctly


Serve as an internal point of contact for development team whenever requirements need to be clarified




What we expect from you:



Is this you?




Initiative and result-oriented


Attention to detail


Strong analytical and conceptual thinking


Good command of English communication skills (speaking, reading and writing)


Good listening and interviewing skills to understand a customer’s business environment and processes


Ability to document business requirements in an accurate, unambiguous and succinct fashion


Good presentation and client relation skills


Good organizational, analytical, as well as oral and written communication skills


Aptitude to learn and understand new and emerging technologies


Good written and verbal English communication skills


Experience of working as part of a team









A work environment so rewarding, you’ll soon forget anything less was even possible


A work environment so rewarding/welcoming/comfortable/ambitious, you’ll soon forget the rest



A collaborative, modern and creative environment


Flexible working hours, Monday through Friday


Friendly and open working environment


Attractive and competitive salary


13th month bonus 
(even effective onboarding in Quarter 4)




We provide you laptop


Premium health checkup at VINMEC International Hospital Nha Trang


Gifts and allowances for Wedding, newborn babies, Women’s day, Children’s day and Mid-Autumn Children’s Festival


12-day annual leaves and Christmas Day Leave


Annual Performance Reviews


Teambuilding events and company trip


Training and career development opportunities


Onsite opportunity to The Netherlands


Fully stocked kitchen with raw noodles, tea and coffee


Free in-house entertainment facilities"
infodation-vietnam:nha_trang_project_managerscrum_master,infodation-vietnam,Nha Trang | Project Manager/Scrum Master, Project Manager   Product Manager   Scrum ,"10th Floor, VCN Tower, 2 To Huu St., Phuoc Hai Ward, Nha Trang","Good Employee Relations and Fair Treatment
Flexibility of Working Hours
Support and Training and Learning/Development","You will be working with our best members who always provide our customers with effective business solutions. Do you want to become a part of our team? We’re interested in knowing more about you. 









Has basic &amp; discrete knowledge and skill of software requirement, development process, project management and leadership


Knowledge of specific domains and technologies that match the company’s focus


Attitude to learn and understand changes in software development process, procedures and methodologies


Good human relation skills, ability to collaborate effectively across departments and teams


Experience with Object-Oriented Analysis and Design processes


Competent English skills esp. writing, reading and listening skills


Strong presentation and client relation skills


Strong organizational, analytical and problem solving skills


Bachelor Degree in Computer Science or related technical discipline required


MBA, MSC in Software Engineering and professional certifications (i.e. PMP) are highly desirable




Excellent opportunities await.




Participate in pre-sales meetings and marketing events when required


Coordinate all aspects of a project throughout specific software development process methodology and project management software tools


Communicate project status and issues


Set standard, work with the QC team to generate quality acceptance criteria for the project


Ensure the completeness of all project documentation


Approve appropriate software purchases and other project items


Participate in design/ code reviews


Create, test, maintain and troubleshoot software


Aid in creating prototype/ test applications


Adhere to strict delivery schedules


Mentor and provide guidance to Developers


Develop team spirit, motivate and build morale


Become involved with the interview process when necessary


In charge of sub-ordinates’ career path and performance review









A work environment so rewarding, you’ll soon forget anything less was even possible




A collaborative, modern and creative environment



Flexible working hours




Friendly and open working environment




Attractive and competitive salary





13th salary bonus 

(even effective onboarding in Quarter 4)





We provide you laptop




Premium health checkup at VINMEC International Hospital Nha Trang



Gifts and allowances for Wedding, newborn babies, Women’s day, Children’s day and Mid-Autumn Children’s Festival



12 day annual leaves, Christmas Day Leave 




Annual Performance Reviews




Teambuilding events and company trip




Training and career development opportunities 




Onsite opportunity to The Netherlands




Fully stocked kitchen with raw noodles, tea and coffee



Free in-house entertainment facilities




Is this you?




Demonstrated ability to initiate and contribute to technical discussions


Ability to give and receive feedback constructively


Desire to learn and committed to personal development


Proven experience in working with minimal supervision


Committed to product quality and service standards


Team-oriented


Innovative and creative mind"
infodation-vietnam:nha_trang_net_developer_c_english,infodation-vietnam,"Nha Trang | .NET Developer (C#, English)", .NET   C#   English   Fresher Accepted ,"10th Floor, VCN Tower, 2 To Huu St., Phuoc Hai Ward, Nha Trang","Good Employee Relations and Fair Treatment
Flexibility of Working Hours
Support and Training and Learning/Development","We’re looking for an experienced 
.NET Developer
 to join our growing team in 
Nha Trang
, Vietnam. You’ll be part of an existing friendly team of developers and working on a variety of interesting projects that will really challenge yourself.









Proven experience as a .NET developer




Strong hands-on experience in OOP




Familiarity with the ASP.NET framework, Entity Framework




Proficient in writing unit tests




Database skills (MySQL, PostgreSQL, MongoDB)




Strong hands-on experience on server-side concepts like Messaging, Workflow




Basic understanding of design patterns like MVP, MVVM, MVC




Familiarity with Docker and Docker orchestrations




Having knowledge in cloud services like AWS, GCP, Azure is a plus




Having experience in working with Microservices architecture is a plus




Having any experience of any front-end framework (ReactJS, Angular) is a plus





Excellent opportunities await.





Writing clean, scalable code using .NET (C#) programming language




Designing, developing and maintaining software systems using ASP.NET




Testing the developed software to ensure it meets the data, logical, functional requirements




Diagnosing and resolving application / configuration / code level technical issues




Ensuring up to date technical documentation




Participating in code reviews




Investigate, analyze and make recommendations to management regarding technology improvements, upgrades and modifications





What we expect from you:



Is this you?




Initiative and result-oriented


Strong analytical and conceptual thinking


Ability to deal with uncertainty in dynamic environment


Ability to give and receive feedback constructively


Be capable of using both oral and written English effectively


Strong analytical and report writing skills, communication skills and problem-solving skills


Proven experience in working with minimal supervision


Be a team player


Good presentation skills









A work environment so rewarding, you’ll soon forget anything less was even possible


A work environment so rewarding/welcoming/comfortable/ambitious, you’ll soon forget the rest



A collaborative, modern and creative environment


Flexible working hours, Monday through Friday


Friendly and open working environment


Attractive and competitive salary


13th month bonus (even effective onboarding in Quarter 4)


We provide you laptop


Premium health checkup at VINMEC International Hospital Nha Trang


Gifts and allowances for Wedding, newborn babies, Women’s day, Children’s day and Mid-Autumn Children’s Festival


12-day annual leaves and Christmas Day Leave


Annual Performance Reviews


Teambuilding events and company trip


Training and career development opportunities


Onsite opportunity to The Netherlands


Fully stocked kitchen with raw noodles, tea and coffee


Free in-house entertainment facilities"
binance:senior_android_engineer_kotlin,binance,Senior Android Engineer (Kotlin), Kotlin   Java   Android ,"Ho Chi Minh, District 1, Ho Chi Minh","Top-tier company in the crypto industry
Global, dynamic and thriving working environment
Competitive salary packages","Design and implement new user-facing features in Android applications for our exchange.


Have the ability to balance high response, stable and efficient code with attractive and functional aesthetics.


Work together with cross-functional teams to define, design, and ship new features.


Efficiently use third-party data sources and APIs.


Create and execute unit tests on your code, to ensure its robustness, including edge cases, usability, and general reliability.


Troubleshoot issues, fix bugs and improve application performance.










5+ years solid Android software development experience.


Solid knowledge of Kotlin/Java/C++


At least one original Android app published.


Bachelor’s/Master’s degree in computer science, engineering or equivalent industry experience.


Good knowledge of the general mobile landscape, architectures, trends, and emerging technologies.


Excellent English communication skills.



Plus points: 



Your active Github portfolio.


Have contributed to some popular Android libraries or have your own popular project(s).


Knowledge of the Android SDK performance tools and optimization techniques.










Competitive salary, option to be paid in crypto


Sign on bonus, performance bonus 


Additional Private Medical Insurance


Macbook, Iphone will be provided for work


Free language classes


Remote working option


Flexible working hours, casual work attire


Company sponsored: learning programs, relocation, transportation allowance, holidays, team building activities, ..."
asim-telecom:business_analyst,asim-telecom,Business Analyst, Business Analyst   SQL   Fresher Accepted ,"18 Nguyen Van Mai Street, Tan Binh, Ho Chi Minh","Highly competitive salary and benefits package
Intensive Training Program
Diversified Jobs & Technologies","Formulates and defines system scope and objectives through research and fact-finding combined with an understanding of applicable business systems and industry requirements.


Devises or modifies procedures to solve complex problems considering computer equipment capacity and limitations, operation time, and form of desired results.


Includes analysis of business and user needs, documentation of requirements, and translation into proper system requirement specifications.


Influences business partners and service providers regarding priorities, hardware/software selection, and/or vendor selection.


Analyzes marketplace, industry, company, technology trends and best practices, vendor products and services, etc.


Identifies and documents business strategies, objectives, and drivers.


Analyzes and documents business processes and metrics, and identifies improvement opportunities.


Calculates/estimates costs and benefits of alternative actions or solutions to establish their viability/ROI.


Re-engineers processes to deliver greater effectiveness and efficiency.


Identifies/documents how applications and systems interact to support business processes.


Assesses, applies, and projects the impact of system changes on users and internal and external clients or stakeholders.


Uses knowledge of systems and industry requirements to develop or modify complex information systems.


Writes test plans and test cases to ensure changes that are made to the application meet client needs and that application integrity is maintained.


Conducts a variety of tests such as system, integration, readiness, and acceptance tests. Ensures changes made by programmers are correct.


Conducts tests using client data to be certain client needs will be met.


Verifies through testing that changes made by programmers to one part of the application do not impact other parts.


Reports and reviews testing results.


Trains internal employees or external clients on changes, new systems, or new procedures. Conducts one-on-one or classroom training depending upon the size or desire of the audience.


Mentor, guide, advise and/or check the work of less experienced business systems analysts.


Considers business implications of the application of technology to the current business environment.


Other related duties are assigned as needed.










Minimum 2~3 years experience as a (IT) Business Analyst


Good documentation and presentation skills


Modeling and Design business process


Can read and design in UML language, familiar with at least one among Use-cases diagram, Activity Diagram, State Diagram, Sequence Diagram, able to understand and design a Relation Entity Diagram.


Data-driven, have experience in SQL, Data Model is a plus


Having experience in banking or financial company is a plus


Having willing-to-learn spirit.









— What we're looking for?




ASIM Telecom is a young product-based company. Our products focus on providing services and solutions for people around the world who love to explore and experience throughout traveling and lifestyle. Moreover, we want to contribute to enhancing the traveling industry of Vietnam.


As our teams are growing really fast, we are looking for a dynamic Software Development professional who can not only be with us to build a solid product but also can contribute with ideas and together build a nice process for all.


Due to confidential issues, we could only share further information about our company and our main product as soon as we have a direct discussion. So we are looking forward to seeing you asap.




— Benefits:




Open working environment, no dress code (it’s your choice to be confident and comfortable)


Regular one-on-one reviews to constantly improve and grow. We invest in your future.


Company will provide customized training courses according to business needs, Udemy, Coursera, Linkedin Learning are available upon your request


Negotiate salary


Annual leave: 15 working days/year and Other leaves/public holidays in accordance with the Labor Law of Vietnam


Performance review 2 times/ year


Year-end bonus salary, rewards for achievements, initiatives and good deeds"
binance:devops_engineer,binance,DevOps Engineer, DevOps   Python   AWS ,"Ho Chi Minh, District 1, Ho Chi Minh","Top-tier company in the crypto industry
Global, dynamic and thriving working environment
Competitive salary packages","Ensure performance and availability of infrastructure


Deploy and operate Kubernetes cluster according to business scenarios


Response to incidents promptly and identify potential issues


Keep learning technologies and continuously optimize system security, performance, availability and scalability










3+ years of experience working as a DevOps Engineer


AWS and Kubernetes experience is a must


Strong experience in automating Continuous Integration (CI) and Continuous Deployment (CD)


Familiar with Kubernetes arch and component, have good experience in large-scale cluster operation and maintenance 


Familiar with the operating mechanism and principle of Kubernetes


Familiar with Kubernetes network model and disaster recovery


Familiar with Istio / Helm operator design and workflow (plus)


Experience with Docker runtime, Linux kernel is a plus


Experienced in deploying, operating, monitoring, optimizing and troubleshooting large scale infrastructure


Proficient in shell scripting, Python, etc


Experience with Amazon EKS services is a plus


Team working, analytical mind, be optimistic, willing to accept challenges and quick response against incidents









The chance to work on the largest cryptocurrency exchange platform in the world:




Now we are having 
~2 billion
 average 
daily volume
; 
1.5 million transaction/ second
 as well as more than 
10 million users
.


We welcome top talents to join us and continuously improve, innovate the platform together.




Our values:






User-Focused
: we protect our users by putting our users' needs first and delivering quality service.




Freedom
: We execute responsibly and autonomously. We empower those around us. Our team is diverse and we challenge the status quo.




Collaboration
: We communicate openly. We work as a team towards shared goals to build the ecosystem together




Hardcore
: We are results driven, get things done, passionate and work hard. When we fail, we learn fast, and pick ourselves up.




Integrity
: We are accountable for our actions. When we make mistakes, we fix them. We always act ethically. We never punch down.




Our benefits:




Competitive salary, option to be paid in crypto


Additional Private Medical Insurance


Macbook, Iphone will be provided for work


Free language classes


Remote working option


Flexible working hours, casual work attire


Company sponsored: learning programs, relocation, transportation allowance, holidays, team building activities, ..."
asim-telecom:mobile_developer_flutter,asim-telecom,Mobile Developer (flutter), Flutter   Android   iOS   Fresher Accepted ,"18 Nguyen Van Mai Street, Tan Binh, Ho Chi Minh","Highly competitive salary and benefits package
Intensive Training Program
Diversified Jobs & Technologies","Create high quality application and solutions using flutter; android, iOS




Maintain and support existing clients and systems on various versions of the micro service framework and Cloud, AI apps




Cooperate with other teams (Product Designer, QA/QC, ...) to ensure the product's quality.




Analyze requirements, design and develop functionalities based on the product requirements;




Constantly optimize the product and development process, identify and fix issues, improve stability and availability of product












Bachelor’s degree or higher in Computer Science or related fields.




Passionate about coding and programming, innovation and solving challenging problems.




1+ years of experience with flutter; android, iOS




Write high-quality, clean, simple, maintainable code;




Experience in design and development of large-scale distributed systems is preferred.




Good working attitude










— ASIM Telecom &amp; Local Carrier


ASIM Telecom Joint Stock Company (ASIM Telecom) is the developer of Local Carrier. The Local mobile network uses Mobifone telecommunications infrastructure to develop SIM Local • Super Data 4G product line according to the trend of the market and society. The Local SIM series, developed by Local Network, leads the technology and market trend with an attractive Super Data plan along with digital utilities.

Local Carrier is an MVNO with an entire ecosystem designed to support a full digital lifestyle. This ecosystem consists of powerful mobile network, useful applications, best-in-class digital services distributed to every doorstep in Vietnam. Our mission is to accelerate Vietnam’s digital transformation by changing the way people work, play, learn and live. 

Local’s growth strategy is to lead the market to drive consumers’ demand for lifestyle digital services in travel, lodging, shopping, finance, education, media, games, utility,… 


— What we're looking for?



As our teams are growing really fast, we are looking for a dynamic Software Development professional who can not only be with us to build a solid product but also can contribute with ideas and together build a nice process for all.



— Benefits:




Open working environment, no dress code (it’s your choice to be confident and comfortable)


Regular one-on-one reviews to constantly improve and grow. We invest in your future.


Company will provide customized training courses according to business needs, Udemy, Coursera, Linkedin Learning are available upon your request


Negotiate salary


Annual leave: 15 working days/year and Other leaves/public holidays in accordance with the Labor Law of Vietnam


Year-end bonus salary, rewards for achievements, initiatives and good deeds"
asim-telecom:qctester_engineer,asim-telecom,QC/Tester Engineer , Tester   QA QC   Fresher Accepted ,"18 Nguyen Van Mai Street, Tan Binh, Ho Chi Minh","Highly competitive salary and benefits package
Intensive Training Program
Diversified Jobs & Technologies","We are looking for a  QC Engineer with solid testing and interpersonal skills. You'll participate in passionate, high competence and joyful teams to ensure quality for software products, which are serving millions of people


Responsibilities:




Analyze functional and non-functional test cases, requirement documents of software products.


Design testing plan and quality criteria for new products or requirements.


Work closely with development teams to prepare test environment and data.


Derive test specifications and test cases


Perform testing activities from start to delivery of tasks and tracking the status of found defects.










1 ~ 2 years of experience in software testing for various web and/or mobile applications


Preferably a bachelor’s degree in IT, Computer Science, or related fields


Experience in database testing and writing SQL queries


Experience in working in cross-functional or agile teams


Familiar with issue and test management tools like Jira, Redmine ...









— ASIM Telecom &amp; Local Carrier


ASIM Telecom Joint Stock Company (ASIM Telecom) is the developer of Local Carrier. The Local mobile network uses Mobifone telecommunications infrastructure to develop SIM Local • Super Data 4G product line according to the trend of the market and society. The Local SIM series, developed by Local Network, leads the technology and market trend with an attractive Super Data plan along with digital utilities.

Local Carrier is an MVNO with an entire ecosystem designed to support a full digital lifestyle. This ecosystem consists of powerful mobile network, useful applications, best-in-class digital services distributed to every doorstep in Vietnam. Our mission is to accelerate Vietnam’s digital transformation by changing the way people work, play, learn and live. 

Local’s growth strategy is to lead the market to drive consumers’ demand for lifestyle digital services in travel, lodging, shopping, finance, education, media, games, utility,… 


— What we're looking for?



As our teams are growing really fast, we are looking for a dynamic Software Development professional who can not only be with us to build a solid product but also can contribute with ideas and together build a nice process for all.



— Benefits:




Open working environment, no dress code (it’s your choice to be confident and comfortable)


Regular one-on-one reviews to constantly improve and grow. We invest in your future.


Company will provide customized training courses according to business needs, Udemy, Coursera, Linkedin Learning are available upon your request


Negotiate salary


Annual leave: 15 working days/year and Other leaves/public holidays in accordance with the Labor Law of Vietnam


Year-end bonus salary, rewards for achievements, initiatives and good deeds"
binance:senior_frontend_engineer_reactjs,binance,Senior Frontend Engineer (ReactJS), ReactJS   Agile   JavaScript ,"Ho Chi Minh, District 1, Ho Chi Minh","Top-tier company in the crypto industry
Global, dynamic and thriving working environment
Competitive salary packages","Implement new user-facing features in our products


Write client-side code to create super-fast, easy-to-use web-based applications which include website for both desktop, mobile browsers and hybrid in-app pages


Optimize web applications to maximize speed and scale


Build libraries and frameworks that support complex web applications, speedup development efficiency and improve code quality










3-5+ years developing production JavaScript code and strong knowledge of React.JS


Understanding of state-management patterns such as Redux, Flux or similar


Proven track record of delivering projects with high quality UI


Bachelor’s/Master’s degree in computer science, engineering or equivalent industry experience


Experience in developing responsive web sites for diverse clients from high powered desktop computers to small footprint mobile devices


Experience with modern front end technologies (styled system, Webpack, etc)


Excellent English communication skills










Competitive salary, option to be paid in crypto


Sign on bonus, performance bonus 


Additional Private Medical Insurance


Macbook, Iphone will be provided for work


Free language classes


Remote working option


Flexible working hours, casual work attire


Company sponsored: learning programs, relocation, transportation allowance, holidays, team building activities, ..."
binance:principalsenior_backend_engineer_java,binance,Principal/Senior Backend Engineer (Java), Java   Software Architect   Spring ,"Ho Chi Minh, District 1, Ho Chi Minh","Top-tier company in the crypto industry
Global, dynamic and thriving working environment
Competitive salary packages","Translate business requirements and use cases into functional applications.


Design, build, and maintain efficient, reusable, and reliable Java code.


Review, test, and verify code for adherence to quality and security standards.


Ensure the best possible performance, quality, and responsiveness of the applications.


Identify bottlenecks and bugs, and devise solutions to these problems.


Help to maintain code quality and organization.










5+ years of experience with full lifecycle of project development for Java Applications.


Strong skills in Core Java, server-side Java technologies, and Spring frameworks.


Extensive experience in software design, architecture, development integration.


Solid knowledge of event processing models, multi-threading, enterprise integration pattern, Web Service and REST.


Ability to supervise and mentor junior developers on the team.


Experience creating React-based UIs.


Bonus for degrees in: Computer Science, Computer Engineering, or Software Engineering.









The chance to work on the largest cryptocurrency exchange platform in the world:




Now we are having 
~2 billion
 average 
daily volume
; 
1.5 million transaction/ second
 as well as more than 
10 million users
.


We welcome top talents to join us and continuously improve, innovate the platform together.




Our values:






User-Focused
: we protect our users by putting our users' needs first and delivering quality service.




Freedom
: We execute responsibly and autonomously. We empower those around us. Our team is diverse and we challenge the status quo.




Collaboration
: We communicate openly. We work as a team towards shared goals to build the ecosystem together




Hardcore
: We are results driven, get things done, passionate and work hard. When we fail, we learn fast, and pick ourselves up.




Integrity
: We are accountable for our actions. When we make mistakes, we fix them. We always act ethically. We never punch down.




Our benefits:




Competitive salary, option to be paid in crypto


Sign on bonus, performance bonus 


Additional Private Medical Insurance


Macbook, Iphone will be provided for work


Free language classes


Remote working option


Flexible working hours, casual work attire


Company sponsored: learning programs, relocation, transportation allowance, holidays, team building activities, ..."
